flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label_binary,label_binary_name,label_8class,label_8class_name
-0.38168332,0.2769119,-0.49185735,-0.38168332,-0.7503623,-0.73836243,-0.6327901,-0.22433367,1.1830305,2.0397842,1.9879376,1.2619036,-0.09977612,-0.10035866,-0.2486466,-0.3161481,-0.48233527,-0.05086848,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.47354585,0.35995466,0.3248761,0.38305378,0.26216498,-0.47364938,-0.13492045,-0.5307864,-0.54342854,0.2621651,0.26216507,-0.09811775,-0.5307864,1,Malicious,1,BruteForce
-0.23989248,-0.37027323,1.6944783,-0.23989248,0.5299041,0.8530316,0.88274807,-0.22433367,-0.8452867,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.36443144,-0.21591897,-0.19429077,1.9769036,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,1.1974354,-0.48209187,-0.52171326,-0.5633945,-0.4242281,1.1955085,-0.3084332,2.1547935,1.5408057,-0.42422804,-0.4242281,-0.46691975,2.1547935,1,Malicious,2,DDoS
-0.17685358,0.2769119,1.6944783,-0.17685358,-0.7680391,-0.75084156,-0.65811104,-0.22433367,1.1830305,-0.49024794,-0.50303394,1.2619036,-0.09977612,-0.10035866,-0.2049249,-0.3040773,-0.3491271,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,3.9561102,-0.27890018,0.13991395,-0.10504629,-0.49338713,0.53082985,-0.2650339,-0.13893136,-0.38748163,-0.49412376,-0.006261306,-0.5148008,-0.60928774,-0.3874816,-0.38748166,-0.4535946,-0.5148008,1,Malicious,6,Spoofing
-0.23100844,-1.341051,-0.49185735,-0.23100844,-0.782838,-0.7476878,-0.68321556,-0.22433367,-0.8452867,-0.49024794,1.9879376,1.2619036,-0.09977612,-0.10035866,-0.29236832,-0.36443144,-0.48233527,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.44656637,1.7089847,1.5483588,2.0801723,1.8582304,-0.44562218,0.27951735,-0.55476475,-0.4629708,1.8582305,1.8582307,1.7389902,-0.55476475,1,Malicious,7,Web
-0.5449086,1.4094859,1.6944783,-0.5449086,-0.6696478,-0.69237894,-0.52504325,-0.22433367,1.1830305,2.0397842,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.3523606,-0.48233527,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,3.5855124,0.13991395,-0.10504629,-0.5780606,-0.9071609,-0.87413484,-0.7529836,-0.8666339,-0.57646,-0.26340693,-0.57874316,-1.1073112,-0.86663383,-0.86663395,-0.57034856,-0.57874316,1,Malicious,5,Recon
-0.5155316,-0.37027323,-0.49185735,-0.5155316,0.76952827,0.6262348,0.7135737,-0.22433367,-0.8452867,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.36443144,-0.21591897,-0.19429077,1.9769036,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.28492907,-0.9071609,-0.52633196,-0.4595802,-0.43959057,-0.28703544,-0.30944136,-0.21107449,-0.09530469,-0.4395905,-0.43959057,-0.4722753,-0.21107449,1,Malicious,2,DDoS
-0.11670083,-0.37027323,-0.49185735,-0.11670083,-0.583018,-0.63350934,-0.51903737,-0.22433367,1.1830305,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,0.38395995,-0.21591897,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,5.8703485,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,0.43897337,0.35455835,0.0914384,0.16946702,0.30326957,0.44010893,-0.2738154,0.036702216,0.870028,0.30326957,0.3032696,-0.067991555,0.036702216,1,Malicious,1,BruteForce
-0.41554677,1.4094859,-0.49185735,-0.41554677,0.7865658,0.5783944,1.6694535,-0.22433367,1.1830305,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,0.8426514,-0.21591897,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.1798377,-0.9071609,-0.9171511,-0.8366527,-0.92180353,-0.1781026,-0.30952972,0.8439747,0.089632556,-0.9218034,-0.9218036,-0.5758654,0.8439747,1,Malicious,4,Mirai
-0.26295704,1.4094859,-0.49185735,-0.26295704,-0.70233494,-0.67000467,-0.5727401,-0.22433367,-0.8452867,-0.49024794,-0.50303394,1.2619036,-0.09977612,-0.10035866,0.0136836525,-0.36443144,-0.3491271,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.36361122,-0.32611454,-0.019450745,-0.16649394,0.13566975,-0.3621364,-0.22204886,-0.40290162,-0.25665328,0.13566983,0.1356698,-0.18512784,-0.40290162,1,Malicious,1,BruteForce
-0.47630906,-0.37027323,-0.49185735,-0.47630906,1.6224694,2.0295677,0.48418543,-0.22433367,1.1830305,2.0397842,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,0.5529516,0.3169136,2.1482735,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,0.70549256,-0.007415618,-0.044512022,-0.25370845,-0.029554887,0.7066388,-0.31146574,0.6201764,1.1276456,-0.02955481,-0.029554851,-0.28581792,0.6201764,1,Malicious,2,DDoS
-0.55058235,1.4094859,-0.49185735,-0.55058235,-0.49920782,-0.44785875,-0.37327802,-0.22433367,1.1830305,2.0397842,1.9879376,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.3523606,-0.48233527,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.579245,-0.9071609,-0.9171511,-0.862944,-0.9164571,-0.5801338,-0.3054674,-0.57874316,-1.1317803,-0.91645706,-0.9164572,-0.5754024,-0.57874316,1,Malicious,5,Recon
-0.5070032,1.4094859,1.6944783,-0.5070032,0.2189468,0.011891205,0.61392343,4.4576454,1.1830305,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.13508569,-0.08271083,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.25943235,-0.6337234,-0.3853817,-0.23742749,-0.32899907,-0.26095855,-0.30618262,-0.29100245,-0.04776047,-0.328999,-0.32899904,-0.43088987,-0.29100245,1,Malicious,2,DDoS
-0.54108924,1.4094859,1.6944783,-0.54108924,-0.47538018,-0.46069452,-0.6041737,-0.22433367,1.1830305,2.0397842,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.3523606,-0.48233527,-0.14648335,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,-0.25277355,3.5855124,0.13991395,-0.10504629,-0.5759892,-0.9071609,-0.8092237,-0.8027502,-0.77822703,-0.57400846,-0.27513468,-0.57075036,-1.0738418,-0.778227,-0.7782271,-0.5580952,-0.57075036,1,Malicious,5,Recon
0.6852671,1.4094859,-0.49185735,0.6852671,-0.7815618,-0.7553889,-0.69868946,-0.22433367,-0.8452867,-0.49024794,-0.50303394,1.2619036,-0.09977612,-0.10035866,0.057405364,-0.36443144,-0.21591897,-0.19429077,1.9769036,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.11896717,1.7089847,2.2288206,1.339332,2.3424075,-0.119002566,0.19434088,-0.4428656,0.18569434,2.3424075,2.3424075,2.5671115,-0.4428656,0,Benign,0,Benign
-0.510071,0.2769119,-0.49185735,-0.510071,0.52597916,0.3239626,0.5251267,-0.22433367,1.1830305,2.0397842,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,0.14254338,-0.08271083,0.28378356,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.45421228,-0.9071609,-0.8009245,-0.7828259,-0.8000905,-0.45344085,-0.30828688,-0.22706008,-0.48488188,-0.8000905,-0.8000906,-0.5615167,-0.22706008,1,Malicious,4,Mirai
-0.22463709,0.2769119,-0.49185735,-0.22463709,1.786294,0.9205687,3.1479568,-0.22433367,1.1830305,-0.49024794,1.9879376,-0.7924536,-0.09977612,-0.10035866,-0.33609003,4.4397583,-0.08271083,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,1.6448903,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,5.923511,0.088648595,-0.29952627,-0.18210144,-0.36645138,5.921752,-0.3117107,5.008222,4.062875,-0.3664513,-0.36645138,-0.4456418,5.008222,1,Malicious,3,DoS
5.4168596,1.4094859,-0.49185735,5.4168596,-0.79372764,-0.763997,-0.70398146,-0.22433367,-0.8452867,2.0397842,-0.50303394,1.2619036,-0.09977612,-0.10035866,0.057405364,-0.36443144,-0.21591897,-0.0030610496,1.9769036,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,0.584537,1.7089847,2.382063,2.4464443,2.690737,0.5852303,1.1121644,-0.33895925,1.0144083,2.6907372,2.6907372,3.240857,-0.33895925,1,Malicious,7,Web
-0.5297691,-0.37027323,-0.49185735,-0.5297691,-0.66846746,-0.64630926,-0.60013247,-0.22433367,1.1830305,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.3523606,-0.48233527,-0.19429077,-0.5058416,-0.38738528,2.750225,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,3.5855124,0.13991395,-0.10504629,-0.5750236,-0.9071609,-0.82275766,-0.75792533,-0.8460883,-0.57367915,-0.23317559,-0.57075036,-1.0605721,-0.84608823,-0.8460883,-0.5678758,-0.57075036,1,Malicious,5,Recon
0.26294807,-0.37027323,-1.4856462,0.26294807,-0.63793945,-0.5726879,-0.65451515,-0.22433367,1.1830305,2.0397842,-0.50303394,1.2619036,-0.09977612,-0.10035866,1.0411438,0.6495182,0.3169136,2.100466,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,0.9828291,1.4295008,0.7426029,0.287351,0.85480434,0.9848689,-0.2597583,0.28447893,1.3686781,0.85480446,0.8548045,0.42412597,0.28447893,1,Malicious,1,BruteForce
-0.14301883,-1.341051,-0.49185735,-0.14301883,-0.79435235,-0.7666839,-0.70482546,-0.22433367,-0.8452867,-0.49024794,1.9879376,1.2619036,-0.09977612,-0.10035866,-0.31422916,-0.36443144,-0.48233527,-0.19429077,-0.5058416,-0.38738528,2.750225,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,1.6448903,-0.14584796,3.9561102,-0.27890018,0.13991395,-0.10504629,-0.5743206,0.0034990439,-0.5347009,-0.40575635,-0.4420775,-0.575254,2.7158835,-0.57874316,-1.0515546,-0.44207743,-0.44207746,-0.4731303,-0.57874316,1,Malicious,6,Spoofing
0.24385647,0.2769119,-0.49185735,0.24385647,-0.79937816,-0.769675,-0.70565665,-0.22433367,-0.8452867,-0.49024794,1.9879376,1.2619036,-0.09977612,-0.10035866,-0.31422916,-0.36443144,-0.48233527,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.5572221,1.7089847,0.76197976,1.1816992,0.46121448,-0.5559518,5.583868,-0.57874316,-0.9025356,0.46121448,0.46121454,0.056222465,-0.57874316,1,Malicious,7,Web
3.1946278,-1.341051,-0.49185735,3.1946278,-0.7698452,-0.7449186,-0.69622827,-0.22433367,-0.8452867,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.36443144,-0.08271083,-0.19429077,1.9769036,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,1.0731136,1.7089847,0.83610356,0.606674,0.69613004,1.073048,-0.016534377,0.15659417,1.4424461,0.69613016,0.6961301,0.2657844,0.15659417,0,Benign,0,Benign
-0.50796473,0.2769119,-0.49185735,-0.50796473,0.5304216,0.7949216,1.1123015,-0.22433367,1.1830305,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,0.17875586,-0.08271083,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.22653091,0.010367768,-0.42145365,-0.35881895,-0.423804,-0.22821458,-0.3083922,-0.2030817,0.010888105,-0.42380393,-0.42380401,-0.46677008,-0.2030817,1,Malicious,3,DoS
1.7944543,-1.341051,1.6944783,1.7944543,-0.76259404,-0.73847336,-0.6735999,-0.22433367,-0.8452867,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.36443144,0.3169136,-0.19429077,-0.5058416,2.5814092,2.750225,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,1.6448903,-0.14584796,3.9561102,-0.27890018,0.13991395,-0.10504629,0.022944633,0.2170384,-0.42726582,-0.26579797,-0.35517287,0.024358004,-0.07359391,-0.011254567,0.38755882,-0.35517284,-0.35517293,-0.44127876,-0.011254567,1,Malicious,6,Spoofing
-0.24747425,-0.37027323,-0.49185735,-0.24747425,-0.77897596,-0.7529547,-0.6996274,-0.22433367,-0.8452867,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.36443144,-0.48233527,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,3.9561102,-0.27890018,0.13991395,-0.10504629,-0.55374557,-0.77990746,-0.58983517,-0.5349701,-0.46043265,-0.5532711,0.13616568,-0.54677194,-0.88005686,-0.4604326,-0.46043265,-0.4793382,-0.54677194,1,Malicious,6,Spoofing
-0.52239734,-1.341051,-0.49185735,-0.52239734,1.7845868,1.5388936,0.56325823,-0.22433367,1.1830305,-0.49024794,-0.50303394,1.2619036,-0.09977612,-0.10035866,0.71323097,0.38395995,0.3169136,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,1.6448903,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.3687236,-0.9071609,-0.6836676,-0.731701,-0.54911184,-0.36665028,-0.31170577,-0.08318974,-0.26807913,-0.5491118,-0.54911184,-0.5067782,-0.08318974,1,Malicious,4,Mirai
-0.53959763,-0.37027323,1.6944783,-0.53959763,1.0874734,1.1790986,0.4621965,-0.22433367,-0.8452867,-0.49024794,1.9879376,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.36443144,-0.3491271,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.5126191,-0.9071609,-0.7814764,-0.7096949,-0.7856922,-0.5128217,-0.31037953,-0.4348728,-0.68069774,-0.7856921,-0.7856922,-0.5592923,-0.4348728,1,Malicious,4,Mirai
-0.47205868,1.4094859,-0.49185735,-0.47205868,1.3802972,0.8085178,1.6542965,-0.22433367,1.1830305,-0.49024794,1.9879376,-0.7924536,-0.09977612,-0.10035866,-0.33609003,0.5650224,-0.21591897,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,-0.25277355,-0.27890018,-7.14726,-0.10504629,-0.19169647,-0.9071609,-0.9171511,-0.79370004,-0.90720916,-0.19053055,-0.31106654,0.5642268,0.07008787,-0.90720916,-0.9072093,-0.57456523,0.5642268,1,Malicious,2,DDoS
0.017446052,-1.341051,-0.49185735,0.017446052,-0.79313767,-0.7623182,-0.7021327,-0.22433367,-0.8452867,-0.49024794,-0.50303394,1.2619036,-0.09977612,-0.10035866,-0.29236832,-0.36443144,-0.48233527,-0.19429077,-0.5058416,-0.38738528,2.750225,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,3.9561102,-0.27890018,0.13991395,-0.10504629,-0.5552036,0.4899058,-0.21147846,-0.24018766,-0.3195556,-0.55727553,1.0916965,-0.56275755,-0.8893005,-0.3195556,-0.31955564,-0.4270512,-0.56275755,1,Malicious,6,Spoofing
-0.5453731,0.2769119,1.6944783,-0.5453731,-0.67458415,-0.6122947,-0.622304,-0.22433367,1.1830305,2.0397842,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.3523606,-0.48233527,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,0.6909535,-0.60794324,-0.14584796,3.9561102,-0.27890018,0.13991395,-0.10504629,-0.5792649,-0.9071609,-0.91266876,-0.8647936,-0.8896772,-0.5789244,-0.26685002,-0.57874316,-1.1322478,-0.88967717,-0.8896773,-0.5728519,-0.57874316,1,Malicious,5,Recon
-0.5419795,-1.341051,-0.49185735,-0.5419795,-0.5479943,-0.49902102,-0.3698184,-0.22433367,1.1830305,-0.49024794,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,-0.3523606,-0.48233527,-0.19429077,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,-0.57717717,-0.9071609,-0.9171511,-0.8578965,-0.9051457,-0.57797974,-0.27843463,-0.57075036,-1.0919911,-0.9051457,-0.9051457,-0.5743721,-0.57075036,1,Malicious,5,Recon
-0.38744372,-0.37027323,1.6944783,-0.38744372,1.4700165,1.9397454,1.3345647,-0.22433367,1.1830305,2.0397842,-0.50303394,-0.7924536,-0.09977612,-0.10035866,-0.33609003,2.3394341,0.18370545,4.1561856,-0.5058416,-0.38738528,-0.36360657,-0.04476615,-0.072895825,-0.17034765,-0.09756185,-1.4472755,-0.60794324,-0.14584796,-0.25277355,-0.27890018,0.13991395,-0.10504629,1.371139,-0.90481466,-0.56129605,-0.45823035,-0.4155134,1.3714397,-0.31123114,1.8830384,1.672645,-0.41551337,-0.4155134,-0.46382526,1.8830384,1,Malicious,3,DoS
